Rank,IsMvp,IsMvp_Int,LgYear,Pos,Pos_Int,Lg,Year,Name,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO
4,No,0,NL13,Batter,1,NL,2013,Matt Carpenter,STL,194.0,0.0,46%,6.6,157.0,626.0,126.0,199.0,11.0,78.0,3.0,72.0,0.318,0.392,0.481,0.873,,,,,,,,,,,,
5,No,0,NL13,Batter,1,NL,2013,Freddie Freeman,ATL,154.0,0.0,37%,5.3,147.0,551.0,89.0,176.0,23.0,109.0,1.0,66.0,0.319,0.396,0.501,0.897,,,,,,,,,,,,
6,No,0,NL13,Batter,1,NL,2013,Joey Votto,CIN,149.0,0.0,35%,6.6,162.0,581.0,101.0,177.0,24.0,73.0,6.0,135.0,0.305,0.435,0.491,0.926,,,,,,,,,,,,
7,No,0,NL13,Pitcher,0,NL,2013,Clayton Kershaw,LAD,146.0,0.0,35%,8.6,35.0,77.0,8.0,14.0,1.0,10.0,0.0,5.0,0.182,0.241,0.26,0.501,16.0,9.0,1.83,0.915,33.0,33.0,0.0,236.0,164.0,11.0,52.0,232.0
8,No,0,NL13,Batter,1,NL,2013,Hanley Ramírez,LAD,58.0,0.0,14%,5.2,86.0,304.0,62.0,105.0,20.0,57.0,10.0,27.0,0.345,0.402,0.638,1.04,,,,,,,,,,,,
9,No,0,NL13,Batter,1,NL,2013,Carlos Gómez,MIL,43.0,0.0,10%,7.6,147.0,536.0,80.0,152.0,24.0,73.0,40.0,37.0,0.284,0.338,0.506,0.843,,,,,,,,,,,,
10,No,0,NL13,Batter,1,NL,2013,Jay Bruce,CIN,30.0,0.0,7%,5.2,160.0,626.0,89.0,164.0,30.0,109.0,7.0,63.0,0.262,0.329,0.478,0.807,,,,,,,,,,,,
11,No,0,NL13,Pitcher,0,NL,2013,Craig Kimbrel,ATL,27.0,0.0,6%,3.1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,1.21,0.881,68.0,0.0,50.0,67.0,39.0,4.0,20.0,98.0
12,No,0,NL13,Batter,1,NL,2013,Shin-Soo Choo,CIN,23.0,0.0,5%,4.6,154.0,569.0,107.0,162.0,21.0,54.0,20.0,112.0,0.285,0.423,0.462,0.885,,,,,,,,,,,,
13,No,0,NL13,Batter,1,NL,2013,Jayson Werth,WSN,20.0,0.0,5%,4.6,129.0,462.0,84.0,147.0,25.0,82.0,10.0,60.0,0.318,0.398,0.532,0.931,,,,,,,,,,,,
14,No,0,NL13,Batter,1,NL,2013,Andrelton Simmons,ATL,14.0,0.0,3%,5.8,157.0,606.0,76.0,150.0,17.0,59.0,6.0,40.0,0.248,0.296,0.396,0.692,,,,,,,,,,,,
15,No,0,NL13,Batter,1,NL,2013,Yasiel Puig,LAD,10.0,0.0,2%,4.7,104.0,382.0,66.0,122.0,19.0,42.0,11.0,36.0,0.319,0.391,0.534,0.925,,,,,,,,,,,,
16,No,0,NL13,Batter,1,NL,2013,Hunter Pence,SFG,7.0,0.0,2%,3.8,162.0,629.0,91.0,178.0,27.0,99.0,22.0,52.0,0.283,0.339,0.483,0.822,,,,,,,,,,,,
17,No,0,NL13,Batter,1,NL,2013,Troy Tulowitzki,COL,5.0,0.0,1%,5.0,126.0,446.0,72.0,139.0,25.0,82.0,1.0,57.0,0.312,0.391,0.54,0.931,,,,,,,,,,,,
18,No,0,NL13,Batter,1,NL,2013,Allen Craig,STL,4.0,0.0,1%,2.7,134.0,508.0,71.0,160.0,13.0,97.0,2.0,40.0,0.315,0.373,0.457,0.83,,,,,,,,,,,,
19,No,0,NL13,Batter,1,NL,2013,Adrián González,LAD,4.0,0.0,1%,3.8,157.0,583.0,69.0,171.0,22.0,100.0,1.0,47.0,0.293,0.342,0.461,0.803,,,,,,,,,,,,
20,No,0,NL13,Batter,1,NL,2013,Michael Cuddyer,COL,3.0,0.0,1%,2.1,130.0,489.0,74.0,162.0,20.0,84.0,10.0,46.0,0.331,0.389,0.53,0.919,,,,,,,,,,,,
21,No,0,NL13,Batter,1,NL,2013,Buster Posey,SFG,3.0,0.0,1%,5.3,148.0,520.0,61.0,153.0,15.0,72.0,2.0,60.0,0.294,0.371,0.45,0.821,,,,,,,,,,,,
22,No,0,NL13,Pitcher,0,NL,2013,Adam Wainwright,STL,3.0,0.0,1%,6.5,32.0,71.0,4.0,15.0,0.0,6.0,0.0,0.0,0.211,0.208,0.268,0.476,19.0,9.0,2.94,1.068,34.0,34.0,0.0,241.2,223.0,15.0,35.0,219.0
23,No,0,NL13,Batter,1,NL,2013,Matt Holliday,STL,2.0,0.0,0%,2.6,141.0,520.0,103.0,156.0,22.0,94.0,6.0,69.0,0.3,0.389,0.49,0.879,,,,,,,,,,,,
24,No,0,NL13,Batter,1,NL,2013,Russell Martin,PIT,1.0,0.0,0%,4.1,127.0,438.0,51.0,99.0,15.0,55.0,9.0,58.0,0.226,0.327,0.377,0.703,,,,,,,,,,,,
1,Yes,1,AL14,Batter,1,AL,2014,Mike Trout,LAA,420.0,30.0,100%,7.7,157.0,602.0,115.0,173.0,36.0,111.0,16.0,83.0,0.287,0.377,0.561,0.939,,,,,,,,,,,,
2,No,0,AL14,Batter,1,AL,2014,Víctor Martínez,DET,229.0,0.0,55%,5.5,151.0,561.0,87.0,188.0,32.0,103.0,3.0,70.0,0.335,0.409,0.565,0.974,,,,,,,,,,,,
3,No,0,AL14,Batter,1,AL,2014,Michael Brantley,CLE,191.0,0.0,45%,7.0,156.0,611.0,94.0,200.0,20.0,97.0,23.0,52.0,0.327,0.385,0.506,0.89,,,,,,,,,,,,
4,No,0,AL14,Batter,1,AL,2014,José Abreu,CHW,145.0,0.0,35%,5.8,145.0,556.0,80.0,176.0,36.0,107.0,3.0,51.0,0.317,0.383,0.581,0.964,,,,,,,,,,,,
5,No,0,AL14,Batter,1,AL,2014,Robinson Canó,SEA,124.0,0.0,30%,6.3,157.0,595.0,77.0,187.0,14.0,82.0,10.0,61.0,0.314,0.382,0.454,0.836,,,,,,,,,,,,
6,No,0,AL14,Batter,1,AL,2014,José Bautista,TOR,122.0,0.0,29%,6.9,155.0,553.0,101.0,158.0,35.0,103.0,6.0,104.0,0.286,0.403,0.524,0.928,,,,,,,,,,,,
7,No,0,AL14,Batter,1,AL,2014,Nelson Cruz,BAL,102.0,0.0,24%,4.5,159.0,613.0,87.0,166.0,40.0,108.0,4.0,55.0,0.271,0.333,0.525,0.859,,,,,,,,,,,,
8,No,0,AL14,Batter,1,AL,2014,Josh Donaldson,OAK,96.0,0.0,23%,6.9,158.0,608.0,93.0,155.0,29.0,98.0,8.0,76.0,0.255,0.342,0.456,0.798,,,,,,,,,,,,
9,No,0,AL14,Batter,1,AL,2014,Miguel Cabrera,DET,82.0,0.0,20%,5.1,159.0,611.0,101.0,191.0,25.0,109.0,1.0,60.0,0.313,0.371,0.524,0.895,,,,,,,,,,,,
10,No,0,AL14,Pitcher,0,AL,2014,Félix Hernández,SEA,48.0,0.0,11%,6.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,2.14,0.915,34.0,34.0,0.0,236.0,170.0,16.0,46.0,248.0
11,No,0,AL14,Pitcher,0,AL,2014,Corey Kluber,CLE,45.0,0.0,11%,8.1,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,18.0,9.0,2.44,1.095,34.0,34.0,0.0,235.2,207.0,14.0,51.0,269.0
12,No,0,AL14,Batter,1,AL,2014,Alex Gordon,KCR,44.0,0.0,10%,6.1,156.0,563.0,87.0,150.0,19.0,74.0,12.0,65.0,0.266,0.351,0.432,0.783,,,,,,,,,,,,
13,No,0,AL14,Batter,1,AL,2014,Jose Altuve,HOU,41.0,0.0,10%,5.5,158.0,660.0,85.0,225.0,7.0,59.0,56.0,36.0,0.341,0.377,0.453,0.83,,,,,,,,,,,,
14,No,0,AL14,Batter,1,AL,2014,Adam Jones,BAL,34.0,0.0,8%,4.8,159.0,644.0,88.0,181.0,29.0,96.0,7.0,19.0,0.281,0.311,0.469,0.78,,,,,,,,,,,,
15,No,0,AL14,Batter,1,AL,2014,Adrian Beltré,TEX,22.0,0.0,5%,6.2,148.0,549.0,79.0,178.0,19.0,77.0,1.0,57.0,0.324,0.388,0.492,0.879,,,,,,,,,,,,
16,No,0,AL14,Pitcher,0,AL,2014,Greg Holland,KCR,13.0,0.0,3%,2.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,1.44,0.914,65.0,0.0,46.0,62.1,37.0,3.0,20.0,90.0
17,No,0,AL14,Batter,1,AL,2014,Albert Pujols,LAA,5.0,0.0,1%,3.9,159.0,633.0,89.0,172.0,28.0,105.0,5.0,48.0,0.272,0.324,0.466,0.79,,,,,,,,,,,,
18,No,0,AL14,Batter,1,AL,2014,Howie Kendrick,LAA,3.0,0.0,1%,6.1,157.0,617.0,85.0,181.0,7.0,75.0,14.0,48.0,0.293,0.347,0.397,0.744,,,,,,,,,,,,
19,No,0,AL14,Pitcher,0,AL,2014,James Shields,KCR,3.0,0.0,1%,3.8,3.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.286,0.286,0.429,0.714,14.0,8.0,3.21,1.181,34.0,34.0,0.0,227.0,224.0,23.0,44.0,180.0
20,No,0,AL14,Batter,1,AL,2014,Kyle Seager,SEA,1.0,0.0,0%,6.3,159.0,590.0,71.0,158.0,25.0,96.0,7.0,52.0,0.268,0.334,0.454,0.788,,,,,,,,,,,,
1,Yes,1,NL14,Pitcher,0,NL,2014,Clayton Kershaw,LAD,355.0,18.0,85%,8.2,26.0,63.0,5.0,11.0,0.0,3.0,1.0,4.0,0.175,0.235,0.206,0.442,21.0,3.0,1.77,0.857,27.0,27.0,0.0,198.1,139.0,9.0,31.0,239.0
2,No,0,NL14,Batter,1,NL,2014,Giancarlo Stanton,MIA,298.0,8.0,71%,6.5,145.0,539.0,89.0,155.0,37.0,105.0,13.0,94.0,0.288,0.395,0.555,0.95,,,,,,,,,,,,
3,No,0,NL14,Batter,1,NL,2014,Andrew McCutchen,PIT,271.0,4.0,65%,6.4,146.0,548.0,89.0,172.0,25.0,83.0,18.0,84.0,0.314,0.41,0.542,0.952,,,,,,,,,,,,
4,No,0,NL14,Batter,1,NL,2014,Jonathan Lucroy,MIL,167.0,0.0,40%,6.4,153.0,585.0,73.0,176.0,13.0,69.0,4.0,66.0,0.301,0.373,0.465,0.837,,,,,,,,,,,,
5,No,0,NL14,Batter,1,NL,2014,Anthony Rendon,WSN,155.0,0.0,37%,6.5,153.0,613.0,111.0,176.0,21.0,83.0,17.0,58.0,0.287,0.351,0.473,0.824,,,,,,,,,,,,
6,No,0,NL14,Batter,1,NL,2014,Buster Posey,SFG,152.0,0.0,36%,5.1,147.0,547.0,72.0,170.0,22.0,89.0,0.0,47.0,0.311,0.364,0.49,0.854,,,,,,,,,,,,
7,No,0,NL14,Batter,1,NL,2014,Adrián González,LAD,57.0,0.0,14%,4.4,159.0,591.0,83.0,163.0,27.0,116.0,1.0,56.0,0.276,0.335,0.482,0.817,,,,,,,,,,,,
8,No,0,NL14,Pitcher,0,NL,2014,Adam Wainwright,STL,53.0,0.0,13%,6.4,30.0,72.0,4.0,13.0,0.0,6.0,0.0,3.0,0.181,0.213,0.222,0.436,20.0,9.0,2.38,1.031,32.0,32.0,0.0,227.0,184.0,10.0,50.0,179.0
9,No,0,NL14,Batter,1,NL,2014,Josh Harrison,PIT,52.0,0.0,12%,5.6,143.0,520.0,77.0,164.0,13.0,52.0,18.0,22.0,0.315,0.347,0.49,0.837,,,,,,,,,,,,
10,No,0,NL14,Batter,1,NL,2014,Anthony Rizzo,CHC,37.0,0.0,9%,5.6,140.0,524.0,89.0,150.0,32.0,78.0,5.0,73.0,0.286,0.386,0.527,0.913,,,,,,,,,,,,
11,No,0,NL14,Batter,1,NL,2014,Hunter Pence,SFG,34.0,0.0,8%,4.0,162.0,650.0,106.0,180.0,20.0,74.0,13.0,52.0,0.277,0.332,0.445,0.777,,,,,,,,,,,,
12,No,0,NL14,Pitcher,0,NL,2014,Johnny Cueto,CIN,22.0,0.0,5%,6.6,32.0,68.0,3.0,9.0,0.0,3.0,0.0,2.0,0.132,0.157,0.132,0.289,20.0,9.0,2.25,0.96,34.0,34.0,0.0,243.2,169.0,22.0,65.0,242.0
13,No,0,NL14,Batter,1,NL,2014,Russell Martin,PIT,21.0,0.0,5%,5.7,111.0,379.0,45.0,110.0,11.0,67.0,4.0,59.0,0.29,0.402,0.43,0.832,,,,,,,,,,,,
14,No,0,NL14,Batter,1,NL,2014,Matt Holliday,STL,17.0,0.0,4%,3.3,156.0,574.0,83.0,156.0,20.0,90.0,4.0,74.0,0.272,0.37,0.441,0.811,,,,,,,,,,,,
15,No,0,NL14,Batter,1,NL,2014,Jhonny Peralta,STL,17.0,0.0,4%,5.8,157.0,560.0,61.0,147.0,21.0,75.0,3.0,58.0,0.263,0.336,0.443,0.779,,,,,,,,,,,,
16,No,0,NL14,Batter,1,NL,2014,Carlos Gómez,MIL,13.0,0.0,3%,4.7,148.0,574.0,95.0,163.0,23.0,73.0,34.0,47.0,0.284,0.356,0.477,0.833,,,,,,,,,,,,
17,No,0,NL14,Batter,1,NL,2014,Justin Upton,ATL,10.0,0.0,2%,3.1,154.0,566.0,77.0,153.0,29.0,102.0,8.0,60.0,0.27,0.342,0.491,0.833,,,,,,,,,,,,
18,No,0,NL14,Batter,1,NL,2014,Jayson Werth,WSN,9.0,0.0,2%,4.2,147.0,534.0,85.0,156.0,16.0,82.0,9.0,83.0,0.292,0.394,0.455,0.849,,,,,,,,,,,,
19,No,0,NL14,Batter,1,NL,2014,Yasiel Puig,LAD,8.0,0.0,2%,4.9,148.0,558.0,92.0,165.0,16.0,69.0,11.0,67.0,0.296,0.382,0.48,0.863,,,,,,,,,,,,
20,No,0,NL14,Batter,1,NL,2014,Denard Span,WSN,8.0,0.0,2%,4.3,147.0,610.0,94.0,184.0,5.0,37.0,31.0,50.0,0.302,0.355,0.416,0.771,,,,,,,,,,,,
21,No,0,NL14,Batter,1,NL,2014,Devin Mesoraco,CIN,5.0,0.0,1%,4.9,114.0,384.0,54.0,105.0,25.0,80.0,1.0,41.0,0.273,0.359,0.534,0.893,,,,,,,,,,,,
22,No,0,NL14,Batter,1,NL,2014,Lucas Duda,NYM,3.0,0.0,1%,3.8,153.0,514.0,74.0,130.0,30.0,92.0,3.0,69.0,0.253,0.349,0.481,0.83,,,,,,,,,,,,
23,No,0,NL14,Batter,1,NL,2014,Freddie Freeman,ATL,2.0,0.0,0%,3.0,162.0,607.0,93.0,175.0,18.0,78.0,3.0,90.0,0.288,0.386,0.461,0.847,,,,,,,,,,,,
24,No,0,NL14,Batter,1,NL,2014,Justin Morneau,COL,2.0,0.0,0%,3.4,135.0,502.0,62.0,160.0,17.0,82.0,0.0,34.0,0.319,0.364,0.496,0.86,,,,,,,,,,,,
25,No,0,NL14,Batter,1,NL,2014,Dee Strange-Gordon,LAD,1.0,0.0,0%,3.5,148.0,609.0,92.0,176.0,2.0,34.0,64.0,31.0,0.289,0.326,0.378,0.704,,,,,,,,,,,,
26,No,0,NL14,Batter,1,NL,2014,Troy Tulowitzki,COL,1.0,0.0,0%,5.7,91.0,315.0,71.0,107.0,21.0,52.0,1.0,50.0,0.34,0.432,0.603,1.035,,,,,,,,,,,,
1,Yes,1,AL15,Batter,1,AL,2015,Josh Donaldson,TOR,385.0,23.0,92%,7.1,158.0,620.0,122.0,184.0,41.0,123.0,6.0,73.0,0.297,0.371,0.568,0.939,,,,,,,,,,,,
2,No,0,AL15,Batter,1,AL,2015,Mike Trout,LAA,304.0,7.0,72%,9.6,159.0,575.0,104.0,172.0,41.0,90.0,11.0,92.0,0.299,0.402,0.59,0.991,,,,,,,,,,,,
3,No,0,AL15,Batter,1,AL,2015,Lorenzo Cain,KCR,225.0,0.0,54%,7.0,140.0,551.0,101.0,169.0,16.0,72.0,28.0,37.0,0.307,0.361,0.477,0.838,,,,,,,,,,,,
4,No,0,AL15,Batter,1,AL,2015,Manny Machado,BAL,158.0,0.0,38%,7.5,162.0,633.0,102.0,181.0,35.0,86.0,20.0,70.0,0.286,0.359,0.502,0.861,,,,,,,,,,,,
5,No,0,AL15,Pitcher,0,AL,2015,Dallas Keuchel,HOU,107.0,0.0,25%,6.6,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,20.0,8.0,2.48,1.017,33.0,33.0,0.0,232.0,185.0,17.0,51.0,216.0
6,No,0,AL15,Batter,1,AL,2015,Nelson Cruz,SEA,94.0,0.0,22%,5.1,152.0,590.0,90.0,178.0,44.0,93.0,3.0,59.0,0.302,0.369,0.566,0.936,,,,,,,,,,,,
7,No,0,AL15,Batter,1,AL,2015,Adrian Beltré,TEX,83.0,0.0,20%,4.4,143.0,567.0,83.0,163.0,18.0,83.0,1.0,41.0,0.287,0.334,0.453,0.788,,,,,,,,,,,,
8,No,0,AL15,Batter,1,AL,2015,José Bautista,TOR,82.0,0.0,20%,4.8,153.0,543.0,108.0,136.0,40.0,114.0,8.0,110.0,0.25,0.377,0.536,0.913,,,,,,,,,,,,
9,No,0,AL15,Pitcher,0,AL,2015,David Price,TOT,62.0,0.0,15%,6.1,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,2.45,1.076,32.0,32.0,0.0,220.1,190.0,17.0,47.0,225.0
10,No,0,AL15,Batter,1,AL,2015,Jose Altuve,HOU,44.0,0.0,10%,4.0,154.0,638.0,86.0,200.0,15.0,66.0,38.0,33.0,0.313,0.353,0.459,0.812,,,,,,,,,,,,
11,No,0,AL15,Batter,1,AL,2015,Miguel Cabrera,DET,40.0,0.0,10%,4.9,119.0,429.0,64.0,145.0,18.0,76.0,1.0,77.0,0.338,0.44,0.534,0.974,,,,,,,,,,,,
12,No,0,AL15,Batter,1,AL,2015,Edwin Encarnación,TOR,38.0,0.0,9%,4.9,146.0,528.0,94.0,146.0,39.0,111.0,3.0,77.0,0.277,0.372,0.557,0.929,,,,,,,,,,,,
13,No,0,AL15,Batter,1,AL,2015,Prince Fielder,TEX,33.0,0.0,8%,2.0,158.0,613.0,78.0,187.0,23.0,98.0,0.0,64.0,0.305,0.378,0.463,0.841,,,,,,,,,,,,
14,No,0,AL15,Batter,1,AL,2015,Chris Davis,BAL,32.0,0.0,8%,4.9,160.0,573.0,100.0,150.0,47.0,117.0,2.0,84.0,0.262,0.361,0.562,0.923,,,,,,,,,,,,
15,No,0,AL15,Batter,1,AL,2015,J.D. Martinez,DET,18.0,0.0,4%,5.4,158.0,596.0,93.0,168.0,38.0,102.0,3.0,53.0,0.282,0.344,0.535,0.879,,,,,,,,,,,,
16,No,0,AL15,Batter,1,AL,2015,Jason Kipnis,CLE,17.0,0.0,4%,4.0,141.0,565.0,86.0,171.0,9.0,52.0,12.0,57.0,0.303,0.372,0.451,0.823,,,,,,,,,,,,
17,No,0,AL15,Batter,1,AL,2015,Kevin Kiermaier,TBR,10.0,0.0,2%,7.1,151.0,505.0,62.0,133.0,10.0,40.0,18.0,24.0,0.263,0.298,0.42,0.718,,,,,,,,,,,,
18,No,0,AL15,Batter,1,AL,2015,Kendrys Morales,KCR,7.0,0.0,2%,2.7,158.0,569.0,81.0,165.0,22.0,106.0,0.0,58.0,0.29,0.362,0.485,0.847,,,,,,,,,,,,
19,No,0,AL15,Batter,1,AL,2015,Mookie Betts,BOS,4.0,0.0,1%,6.1,145.0,597.0,92.0,174.0,18.0,77.0,21.0,46.0,0.291,0.341,0.479,0.82,,,,,,,,,,,,
20,No,0,AL15,Pitcher,0,AL,2015,Chris Sale,CHW,4.0,0.0,1%,3.4,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.111,0.111,0.111,0.222,13.0,11.0,3.41,1.088,31.0,31.0,0.0,208.2,185.0,23.0,42.0,274.0
21,No,0,AL15,Batter,1,AL,2015,José Abreu,CHW,3.0,0.0,1%,3.5,154.0,613.0,88.0,178.0,30.0,101.0,0.0,39.0,0.29,0.347,0.502,0.85,,,,,,,,,,,,
22,No,0,AL15,Batter,1,AL,2015,Ian Kinsler,DET,3.0,0.0,1%,4.7,154.0,624.0,94.0,185.0,11.0,73.0,10.0,43.0,0.296,0.342,0.428,0.77,,,,,,,,,,,,
23,No,0,AL15,Batter,1,AL,2015,Mike Moustakas,KCR,3.0,0.0,1%,4.1,147.0,549.0,73.0,156.0,22.0,82.0,1.0,43.0,0.284,0.348,0.47,0.817,,,,,,,,,,,,
24,No,0,AL15,Batter,1,AL,2015,Carlos Correa,HOU,2.0,0.0,0%,4.8,99.0,387.0,52.0,108.0,22.0,68.0,14.0,40.0,0.279,0.345,0.512,0.857,,,,,,,,,,,,
25,No,0,AL15,Batter,1,AL,2015,Eric Hosmer,KCR,2.0,0.0,0%,4.3,158.0,599.0,98.0,178.0,18.0,93.0,7.0,61.0,0.297,0.363,0.459,0.822,,,,,,,,,,,,
26,No,0,AL15,Batter,1,AL,2015,Russell Martin,TOR,2.0,0.0,0%,3.2,129.0,441.0,76.0,106.0,23.0,77.0,4.0,53.0,0.24,0.329,0.458,0.787,,,,,,,,,,,,
27,No,0,AL15,Batter,1,AL,2015,Brian McCann,NYY,2.0,0.0,0%,2.8,135.0,465.0,68.0,108.0,26.0,94.0,0.0,52.0,0.232,0.32,0.437,0.756,,,,,,,,,,,,
28,No,0,AL15,Batter,1,AL,2015,Michael Brantley,CLE,1.0,0.0,0%,3.8,137.0,529.0,68.0,164.0,15.0,84.0,15.0,60.0,0.31,0.379,0.48,0.859,,,,,,,,,,,,
29,No,0,AL15,Pitcher,0,AL,2015,Wade Davis,KCR,1.0,0.0,0%,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,1.0,0.94,0.787,69.0,0.0,17.0,67.1,33.0,3.0,20.0,78.0
30,No,0,AL15,Batter,1,AL,2015,Brian Dozier,MIN,1.0,0.0,0%,2.8,157.0,628.0,101.0,148.0,28.0,77.0,12.0,61.0,0.236,0.307,0.444,0.751,,,,,,,,,,,,
31,No,0,AL15,Batter,1,AL,2015,David Ortiz,BOS,1.0,0.0,0%,3.1,146.0,528.0,73.0,144.0,37.0,108.0,0.0,77.0,0.273,0.36,0.553,0.913,,,,,,,,,,,,
32,No,0,AL15,Batter,1,AL,2015,Alex Rodriguez,NYY,1.0,0.0,0%,3.0,151.0,523.0,83.0,131.0,33.0,86.0,4.0,84.0,0.25,0.356,0.486,0.842,,,,,,,,,,,,
33,No,0,AL15,Batter,1,AL,2015,Mark Teixeira,NYY,1.0,0.0,0%,3.3,111.0,392.0,57.0,100.0,31.0,79.0,2.0,59.0,0.255,0.357,0.548,0.906,,,,,,,,,,,,
1,Yes,1,NL15,Batter,1,NL,2015,Bryce Harper,WSN,420.0,30.0,100%,9.7,153.0,521.0,118.0,172.0,42.0,99.0,6.0,124.0,0.33,0.46,0.649,1.109,,,,,,,,,,,,
2,No,0,NL15,Batter,1,NL,2015,Paul Goldschmidt,ARI,234.0,0.0,56%,8.3,159.0,567.0,103.0,182.0,33.0,110.0,21.0,118.0,0.321,0.435,0.57,1.005,,,,,,,,,,,,
3,No,0,NL15,Batter,1,NL,2015,Joey Votto,CIN,175.0,0.0,42%,7.8,158.0,545.0,95.0,171.0,29.0,80.0,11.0,143.0,0.314,0.459,0.541,1.0,,,,,,,,,,,,
4,No,0,NL15,Batter,1,NL,2015,Anthony Rizzo,CHC,162.0,0.0,39%,6.4,160.0,586.0,94.0,163.0,31.0,101.0,17.0,78.0,0.278,0.387,0.512,0.899,,,,,,,,,,,,
5,No,0,NL15,Batter,1,NL,2015,Andrew McCutchen,PIT,139.0,0.0,33%,5.0,157.0,566.0,91.0,165.0,23.0,96.0,11.0,98.0,0.292,0.401,0.488,0.889,,,,,,,,,,,,
6,No,0,NL15,Pitcher,0,NL,2015,Jake Arrieta,CHC,134.0,0.0,32%,8.6,30.0,79.0,5.0,12.0,2.0,2.0,0.0,1.0,0.152,0.163,0.266,0.428,22.0,6.0,1.77,0.865,33.0,33.0,0.0,229.0,150.0,10.0,48.0,236.0
7,No,0,NL15,Pitcher,0,NL,2015,Zack Greinke,LAD,130.0,0.0,31%,9.5,30.0,67.0,8.0,15.0,2.0,3.0,1.0,1.0,0.224,0.232,0.343,0.575,19.0,3.0,1.66,0.844,32.0,32.0,0.0,222.2,148.0,14.0,40.0,200.0
8,No,0,NL15,Batter,1,NL,2015,Nolan Arenado,COL,102.0,0.0,24%,6.3,157.0,616.0,97.0,177.0,42.0,130.0,2.0,34.0,0.287,0.323,0.575,0.898,,,,,,,,,,,,
9,No,0,NL15,Batter,1,NL,2015,Buster Posey,SFG,84.0,0.0,20%,5.9,150.0,557.0,74.0,177.0,19.0,95.0,2.0,56.0,0.318,0.379,0.47,0.849,,,,,,,,,,,,
10,No,0,NL15,Pitcher,0,NL,2015,Clayton Kershaw,LAD,49.0,0.0,12%,7.3,31.0,71.0,2.0,9.0,0.0,2.0,0.0,2.0,0.127,0.162,0.155,0.317,16.0,7.0,2.13,0.881,33.0,33.0,0.0,232.2,163.0,15.0,42.0,301.0
11,No,0,NL15,Batter,1,NL,2015,Kris Bryant,CHC,34.0,0.0,8%,5.3,151.0,559.0,87.0,154.0,26.0,99.0,13.0,77.0,0.275,0.369,0.488,0.858,,,,,,,,,,,,
12,No,0,NL15,Batter,1,NL,2015,Matt Carpenter,STL,26.0,0.0,6%,5.0,154.0,574.0,101.0,156.0,28.0,84.0,4.0,81.0,0.272,0.365,0.505,0.871,,,,,,,,,,,,
13,No,0,NL15,Batter,1,NL,2015,Yoenis Céspedes,NYM,24.0,0.0,6%,2.1,57.0,230.0,39.0,66.0,17.0,44.0,4.0,14.0,0.287,0.337,0.604,0.942,,,,,,,,,,,,
14,No,0,NL15,Batter,1,NL,2015,AJ Pollock,ARI,21.0,0.0,5%,6.9,157.0,609.0,111.0,192.0,20.0,76.0,39.0,53.0,0.315,0.367,0.498,0.865,,,,,,,,,,,,
15,No,0,NL15,Batter,1,NL,2015,Jason Heyward,STL,15.0,0.0,4%,6.9,154.0,547.0,79.0,160.0,13.0,60.0,23.0,56.0,0.293,0.359,0.439,0.797,,,,,,,,,,,,
16,No,0,NL15,Batter,1,NL,2015,Dee Strange-Gordon,MIA,6.0,0.0,1%,4.3,145.0,615.0,88.0,205.0,4.0,46.0,58.0,25.0,0.333,0.359,0.418,0.776,,,,,,,,,,,,
17,No,0,NL15,Pitcher,0,NL,2015,Trevor Rosenthal,STL,5.0,0.0,1%,2.6,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.1,1.267,68.0,0.0,48.0,68.2,62.0,3.0,25.0,83.0
18,No,0,NL15,Batter,1,NL,2015,Curtis Granderson,NYM,4.0,0.0,1%,5.1,157.0,580.0,98.0,150.0,26.0,70.0,11.0,91.0,0.259,0.364,0.457,0.821,,,,,,,,,,,,
19,No,0,NL15,Pitcher,0,NL,2015,Gerrit Cole,PIT,3.0,0.0,1%,4.5,30.0,60.0,5.0,9.0,0.0,2.0,0.0,2.0,0.15,0.177,0.15,0.327,19.0,8.0,2.6,1.091,32.0,32.0,0.0,208.0,183.0,11.0,44.0,202.0
20,No,0,NL15,Batter,1,NL,2015,Adrián González,LAD,3.0,0.0,1%,4.6,156.0,571.0,76.0,157.0,28.0,90.0,0.0,62.0,0.275,0.35,0.48,0.83,,,,,,,,,,,,
