Rank,IsMvp,IsMvp_Int,LgYear,Pos,Pos_Int,Lg,Year,Name,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO
19,No,0,AL11,Batter,1,AL,2011,Mark Teixeira,NYY,5.0,0.0,1%,3.4,156.0,589.0,90.0,146.0,39.0,111.0,4.0,76.0,0.248,0.341,0.494,0.835,,,,,,,,,,,,
20,No,0,AL11,Batter,1,AL,2011,Asdrúbal Cabrera,CLE,4.0,0.0,1%,4.7,151.0,604.0,87.0,165.0,25.0,92.0,17.0,44.0,0.273,0.332,0.46,0.792,,,,,,,,,,,,
21,No,0,AL11,Batter,1,AL,2011,Alex Gordon,KCR,3.0,0.0,1%,7.3,151.0,611.0,101.0,185.0,23.0,87.0,17.0,67.0,0.303,0.376,0.502,0.879,,,,,,,,,,,,
22,No,0,AL11,Batter,1,AL,2011,Josh Hamilton,TEX,1.0,0.0,0%,3.8,121.0,487.0,80.0,145.0,25.0,94.0,8.0,39.0,0.298,0.346,0.536,0.882,,,,,,,,,,,,
23,No,0,AL11,Pitcher,0,AL,2011,David Robertson,NYY,1.0,0.0,0%,3.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,0.0,1.08,1.125,70.0,0.0,1.0,66.2,40.0,1.0,35.0,100.0
1,Yes,1,NL11,Batter,1,NL,2011,Ryan Braun,MIL,388.0,20.0,87%,7.7,150.0,563.0,109.0,187.0,33.0,111.0,33.0,58.0,0.332,0.397,0.597,0.994,,,,,,,,,,,,
2,No,0,NL11,Batter,1,NL,2011,Matt Kemp,LAD,332.0,10.0,74%,8.0,161.0,602.0,115.0,195.0,39.0,126.0,40.0,74.0,0.324,0.399,0.586,0.986,,,,,,,,,,,,
3,No,0,NL11,Batter,1,NL,2011,Prince Fielder,MIL,229.0,1.0,51%,4.5,162.0,569.0,95.0,170.0,38.0,120.0,1.0,107.0,0.299,0.415,0.566,0.981,,,,,,,,,,,,
4,No,0,NL11,Batter,1,NL,2011,Justin Upton,ARI,214.0,1.0,48%,5.5,159.0,592.0,105.0,171.0,31.0,88.0,21.0,59.0,0.289,0.369,0.529,0.898,,,,,,,,,,,,
5,No,0,NL11,Batter,1,NL,2011,Albert Pujols,STL,166.0,0.0,37%,5.3,147.0,579.0,105.0,173.0,37.0,99.0,9.0,61.0,0.299,0.366,0.541,0.906,,,,,,,,,,,,
6,No,0,NL11,Batter,1,NL,2011,Joey Votto,CIN,135.0,0.0,30%,6.6,161.0,599.0,101.0,185.0,29.0,103.0,8.0,110.0,0.309,0.416,0.531,0.947,,,,,,,,,,,,
7,No,0,NL11,Batter,1,NL,2011,Lance Berkman,STL,118.0,0.0,26%,3.8,145.0,488.0,90.0,147.0,31.0,94.0,2.0,92.0,0.301,0.412,0.547,0.959,,,,,,,,,,,,
8,No,0,NL11,Batter,1,NL,2011,Troy Tulowitzki,COL,69.0,0.0,15%,6.2,143.0,537.0,81.0,162.0,30.0,105.0,9.0,59.0,0.302,0.372,0.544,0.916,,,,,,,,,,,,
9,No,0,NL11,Pitcher,0,NL,2011,Roy Halladay,PHI,52.0,0.0,12%,8.6,31.0,74.0,3.0,9.0,0.0,3.0,0.0,2.0,0.122,0.145,0.149,0.293,19.0,6.0,2.35,1.04,32.0,32.0,0.0,233.2,208.0,10.0,35.0,220.0
10,No,0,NL11,Batter,1,NL,2011,Ryan Howard,PHI,39.0,0.0,9%,1.2,152.0,557.0,81.0,141.0,33.0,116.0,1.0,75.0,0.253,0.346,0.488,0.835,,,,,,,,,,,,
11,No,0,NL11,Batter,1,NL,2011,José Reyes,NYM,31.0,0.0,7%,4.6,126.0,537.0,101.0,181.0,7.0,44.0,39.0,43.0,0.337,0.384,0.493,0.877,,,,,,,,,,,,
12,No,0,NL11,Pitcher,0,NL,2011,Clayton Kershaw,LAD,29.0,0.0,6%,7.4,32.0,71.0,10.0,16.0,0.0,4.0,0.0,3.0,0.225,0.267,0.225,0.492,21.0,5.0,2.28,0.977,33.0,33.0,0.0,233.1,174.0,15.0,54.0,248.0
13,No,0,NL11,Batter,1,NL,2011,Shane Victorino,PHI,18.0,0.0,4%,5.5,132.0,519.0,95.0,145.0,17.0,61.0,19.0,55.0,0.279,0.355,0.491,0.847,,,,,,,,,,,,
14,No,0,NL11,Pitcher,0,NL,2011,Ian Kennedy,ARI,16.0,0.0,4%,4.8,32.0,61.0,3.0,8.0,0.0,4.0,0.0,4.0,0.131,0.197,0.18,0.377,21.0,4.0,2.88,1.086,33.0,33.0,0.0,222.0,186.0,19.0,55.0,198.0
15,No,0,NL11,Pitcher,0,NL,2011,Cliff Lee,PHI,12.0,0.0,3%,9.0,34.0,75.0,6.0,15.0,2.0,7.0,1.0,1.0,0.2,0.208,0.307,0.514,17.0,8.0,2.4,1.027,32.0,32.0,0.0,232.2,197.0,18.0,42.0,238.0
16,No,0,NL11,Batter,1,NL,2011,Hunter Pence,TOT,10.0,0.0,2%,5.7,154.0,606.0,84.0,190.0,22.0,97.0,8.0,56.0,0.314,0.37,0.502,0.871,,,,,,,,,,,,
17,No,0,NL11,Pitcher,0,NL,2011,John Axford,MIL,7.0,0.0,2%,2.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,1.95,1.14,74.0,0.0,46.0,73.2,59.0,4.0,25.0,86.0
18,No,0,NL11,Batter,1,NL,2011,Pablo Sandoval,SFG,7.0,0.0,2%,6.0,117.0,426.0,55.0,134.0,23.0,70.0,2.0,32.0,0.315,0.357,0.552,0.909,,,,,,,,,,,,
19,No,0,NL11,Batter,1,NL,2011,Mike Morse,WSN,5.0,0.0,1%,3.4,146.0,522.0,73.0,158.0,31.0,95.0,2.0,36.0,0.303,0.36,0.55,0.91,,,,,,,,,,,,
20,No,0,NL11,Batter,1,NL,2011,Carlos Beltrán,TOT,3.0,0.0,1%,4.5,142.0,520.0,78.0,156.0,22.0,84.0,4.0,71.0,0.3,0.385,0.525,0.91,,,,,,,,,,,,
21,No,0,NL11,Batter,1,NL,2011,Yadier Molina,STL,2.0,0.0,0%,2.9,139.0,475.0,55.0,145.0,14.0,65.0,4.0,33.0,0.305,0.349,0.465,0.814,,,,,,,,,,,,
22,No,0,NL11,Batter,1,NL,2011,Miguel Montero,ARI,2.0,0.0,0%,4.4,140.0,493.0,65.0,139.0,18.0,86.0,1.0,47.0,0.282,0.351,0.469,0.82,,,,,,,,,,,,
23,No,0,NL11,Batter,1,NL,2011,Starlin Castro,CHC,1.0,0.0,0%,3.2,158.0,674.0,91.0,207.0,10.0,66.0,22.0,35.0,0.307,0.341,0.432,0.773,,,,,,,,,,,,
24,No,0,NL11,Pitcher,0,NL,2011,Craig Kimbrel,ATL,1.0,0.0,0%,2.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,2.1,1.039,79.0,0.0,46.0,77.0,48.0,3.0,32.0,127.0
25,No,0,NL11,Batter,1,NL,2011,Carlos Ruiz,PHI,1.0,0.0,0%,2.9,132.0,410.0,49.0,116.0,6.0,40.0,1.0,48.0,0.283,0.371,0.383,0.754,,,,,,,,,,,,
26,No,0,NL11,Batter,1,NL,2011,Giancarlo Stanton,FLA,1.0,0.0,0%,4.1,150.0,516.0,79.0,135.0,34.0,87.0,5.0,70.0,0.262,0.356,0.537,0.893,,,,,,,,,,,,
1,Yes,1,AL12,Batter,1,AL,2012,Miguel Cabrera,DET,362.0,22.0,92%,7.1,161.0,622.0,109.0,205.0,44.0,139.0,4.0,66.0,0.33,0.393,0.606,0.999,,,,,,,,,,,,
2,No,0,AL12,Batter,1,AL,2012,Mike Trout,LAA,281.0,6.0,72%,10.5,139.0,559.0,129.0,182.0,30.0,83.0,49.0,67.0,0.326,0.399,0.564,0.963,,,,,,,,,,,,
3,No,0,AL12,Batter,1,AL,2012,Adrian Beltré,TEX,210.0,0.0,54%,7.2,156.0,604.0,95.0,194.0,36.0,102.0,1.0,36.0,0.321,0.359,0.561,0.921,,,,,,,,,,,,
4,No,0,AL12,Batter,1,AL,2012,Robinson Canó,NYY,149.0,0.0,38%,8.4,161.0,627.0,105.0,196.0,33.0,94.0,3.0,61.0,0.313,0.379,0.55,0.929,,,,,,,,,,,,
5,No,0,AL12,Batter,1,AL,2012,Josh Hamilton,TEX,127.0,0.0,32%,4.0,148.0,562.0,103.0,160.0,43.0,128.0,7.0,60.0,0.285,0.354,0.577,0.93,,,,,,,,,,,,
6,No,0,AL12,Batter,1,AL,2012,Adam Jones,BAL,120.0,0.0,31%,4.1,162.0,648.0,103.0,186.0,32.0,82.0,16.0,34.0,0.287,0.334,0.505,0.839,,,,,,,,,,,,
7,No,0,AL12,Batter,1,AL,2012,Derek Jeter,NYY,77.0,0.0,20%,2.2,159.0,683.0,99.0,216.0,15.0,58.0,9.0,45.0,0.316,0.362,0.429,0.791,,,,,,,,,,,,
8,No,0,AL12,Pitcher,0,AL,2012,Justin Verlander,DET,58.0,0.0,15%,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,2.64,1.057,33.0,33.0,0.0,238.1,192.0,19.0,60.0,239.0
9,No,0,AL12,Batter,1,AL,2012,Prince Fielder,DET,56.0,0.0,14%,4.7,162.0,581.0,83.0,182.0,30.0,108.0,1.0,85.0,0.313,0.412,0.528,0.94,,,,,,,,,,,,
10,No,0,AL12,Batter,1,AL,2012,Yoenis Céspedes,OAK,41.0,0.0,10%,4.0,129.0,487.0,70.0,142.0,23.0,82.0,16.0,43.0,0.292,0.356,0.505,0.861,,,,,,,,,,,,
11,No,0,AL12,Batter,1,AL,2012,Edwin Encarnación,TOR,33.0,0.0,8%,5.0,151.0,542.0,93.0,152.0,42.0,110.0,13.0,84.0,0.28,0.384,0.557,0.941,,,,,,,,,,,,
12,No,0,AL12,Pitcher,0,AL,2012,David Price,TBR,26.0,0.0,7%,6.6,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,20.0,5.0,2.56,1.1,31.0,31.0,0.0,211.0,173.0,16.0,59.0,205.0
13,No,0,AL12,Pitcher,0,AL,2012,Fernando Rodney,TBR,24.0,0.0,6%,3.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,0.6,0.777,76.0,0.0,48.0,74.2,43.0,2.0,15.0,76.0
14,No,0,AL12,Pitcher,0,AL,2012,Jim Johnson,BAL,22.0,0.0,6%,2.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,2.49,1.019,71.0,0.0,51.0,68.2,55.0,3.0,15.0,41.0
15,No,0,AL12,Batter,1,AL,2012,Alex Ríos,CHW,17.0,0.0,4%,4.8,157.0,605.0,93.0,184.0,25.0,91.0,23.0,26.0,0.304,0.334,0.516,0.85,,,,,,,,,,,,
16,No,0,AL12,Batter,1,AL,2012,Josh Reddick,OAK,14.0,0.0,4%,4.6,156.0,611.0,85.0,148.0,32.0,85.0,11.0,55.0,0.242,0.305,0.463,0.768,,,,,,,,,,,,
17,No,0,AL12,Batter,1,AL,2012,Albert Pujols,LAA,8.0,0.0,2%,4.8,154.0,607.0,85.0,173.0,30.0,105.0,8.0,52.0,0.285,0.343,0.516,0.859,,,,,,,,,,,,
18,No,0,AL12,Batter,1,AL,2012,Ben Zobrist,TBR,7.0,0.0,2%,5.8,157.0,560.0,88.0,151.0,20.0,74.0,14.0,97.0,0.27,0.377,0.471,0.848,,,,,,,,,,,,
19,No,0,AL12,Batter,1,AL,2012,Joe Mauer,MIN,6.0,0.0,2%,4.4,147.0,545.0,81.0,174.0,10.0,85.0,8.0,90.0,0.319,0.416,0.446,0.861,,,,,,,,,,,,
20,No,0,AL12,Pitcher,0,AL,2012,Rafael Soriano,NYY,5.0,0.0,1%,2.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,2.26,1.167,69.0,0.0,42.0,67.2,55.0,6.0,24.0,69.0
21,No,0,AL12,Batter,1,AL,2012,Matt Wieters,BAL,4.0,0.0,1%,4.1,144.0,526.0,67.0,131.0,23.0,83.0,3.0,60.0,0.249,0.329,0.435,0.764,,,,,,,,,,,,
22,No,0,AL12,Pitcher,0,AL,2012,Félix Hernández,SEA,2.0,0.0,1%,5.3,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.333,0.333,0.667,1.0,13.0,9.0,3.06,1.142,33.0,33.0,0.0,232.0,209.0,14.0,56.0,223.0
23,No,0,AL12,Pitcher,0,AL,2012,Jered Weaver,LAA,2.0,0.0,1%,4.4,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.667,0.5,1.167,20.0,5.0,2.81,1.018,30.0,30.0,0.0,188.2,147.0,20.0,45.0,142.0
24,No,0,AL12,Batter,1,AL,2012,Raúl Ibañez,NYY,1.0,0.0,0%,0.5,130.0,384.0,50.0,92.0,19.0,62.0,3.0,35.0,0.24,0.308,0.453,0.761,,,,,,,,,,,,
1,Yes,1,NL12,Batter,1,NL,2012,Buster Posey,SFG,422.0,27.0,94%,7.6,148.0,530.0,78.0,178.0,24.0,103.0,1.0,69.0,0.336,0.408,0.549,0.957,,,,,,,,,,,,
2,No,0,NL12,Batter,1,NL,2012,Ryan Braun,MIL,285.0,3.0,64%,6.9,154.0,598.0,108.0,191.0,41.0,112.0,30.0,63.0,0.319,0.391,0.595,0.987,,,,,,,,,,,,
3,No,0,NL12,Batter,1,NL,2012,Andrew McCutchen,PIT,245.0,0.0,55%,6.9,157.0,593.0,107.0,194.0,31.0,96.0,20.0,70.0,0.327,0.4,0.553,0.953,,,,,,,,,,,,
4,No,0,NL12,Batter,1,NL,2012,Yadier Molina,STL,241.0,2.0,54%,7.2,138.0,505.0,65.0,159.0,22.0,76.0,12.0,45.0,0.315,0.373,0.501,0.874,,,,,,,,,,,,
5,No,0,NL12,Batter,1,NL,2012,Chase Headley,SDP,127.0,0.0,28%,6.4,161.0,604.0,95.0,173.0,31.0,115.0,17.0,86.0,0.286,0.376,0.498,0.875,,,,,,,,,,,,
6,No,0,NL12,Batter,1,NL,2012,Adam LaRoche,WSN,86.0,0.0,19%,4.2,154.0,571.0,76.0,155.0,33.0,100.0,1.0,67.0,0.271,0.343,0.51,0.853,,,,,,,,,,,,
7,No,0,NL12,Batter,1,NL,2012,David Wright,NYM,86.0,0.0,19%,7.1,156.0,581.0,91.0,178.0,21.0,93.0,15.0,81.0,0.306,0.391,0.492,0.883,,,,,,,,,,,,
8,No,0,NL12,Pitcher,0,NL,2012,Craig Kimbrel,ATL,73.0,0.0,16%,3.2,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,1.01,0.654,63.0,0.0,42.0,62.2,27.0,3.0,14.0,116.0
9,No,0,NL12,Batter,1,NL,2012,Aramis Ramírez,MIL,47.0,0.0,10%,5.6,149.0,570.0,92.0,171.0,27.0,105.0,9.0,44.0,0.3,0.36,0.54,0.901,,,,,,,,,,,,
10,No,0,NL12,Batter,1,NL,2012,Jay Bruce,CIN,46.0,0.0,10%,2.2,155.0,560.0,89.0,141.0,34.0,99.0,9.0,62.0,0.252,0.327,0.514,0.841,,,,,,,,,,,,
11,No,0,NL12,Batter,1,NL,2012,Matt Holliday,STL,34.0,0.0,8%,4.0,157.0,599.0,95.0,177.0,27.0,102.0,4.0,75.0,0.295,0.379,0.497,0.877,,,,,,,,,,,,
12,No,0,NL12,Pitcher,0,NL,2012,Aroldis Chapman,CIN,20.0,0.0,4%,3.4,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.0,5.0,1.51,0.809,68.0,0.0,38.0,71.2,35.0,4.0,23.0,122.0
13,No,0,NL12,Batter,1,NL,2012,Brandon Phillips,CIN,18.0,0.0,4%,4.0,147.0,580.0,86.0,163.0,18.0,77.0,15.0,28.0,0.281,0.321,0.429,0.75,,,,,,,,,,,,
14,No,0,NL12,Pitcher,0,NL,2012,R.A. Dickey,NYM,16.0,0.0,4%,5.8,33.0,72.0,3.0,11.0,0.0,3.0,0.0,0.0,0.153,0.164,0.153,0.317,20.0,6.0,2.73,1.053,34.0,33.0,0.0,233.2,192.0,24.0,54.0,230.0
15,No,0,NL12,Batter,1,NL,2012,Joey Votto,CIN,16.0,0.0,4%,5.9,111.0,374.0,59.0,126.0,14.0,56.0,5.0,94.0,0.337,0.474,0.567,1.041,,,,,,,,,,,,
16,No,0,NL12,Batter,1,NL,2012,Ian Desmond,WSN,15.0,0.0,3%,3.4,130.0,513.0,72.0,150.0,25.0,73.0,21.0,30.0,0.292,0.335,0.511,0.845,,,,,,,,,,,,
17,No,0,NL12,Pitcher,0,NL,2012,Clayton Kershaw,LAD,15.0,0.0,3%,6.8,32.0,58.0,2.0,12.0,0.0,2.0,0.0,2.0,0.207,0.23,0.224,0.454,14.0,9.0,2.53,1.023,33.0,33.0,0.0,227.2,170.0,16.0,63.0,229.0
18,No,0,NL12,Batter,1,NL,2012,Michael Bourn,ATL,12.0,0.0,3%,6.0,155.0,624.0,96.0,171.0,9.0,57.0,42.0,70.0,0.274,0.348,0.391,0.739,,,,,,,,,,,,
19,No,0,NL12,Batter,1,NL,2012,Allen Craig,STL,10.0,0.0,2%,2.4,119.0,469.0,76.0,144.0,22.0,92.0,2.0,37.0,0.307,0.354,0.522,0.876,,,,,,,,,,,,
20,No,0,NL12,Pitcher,0,NL,2012,Gio Gonzalez,WSN,8.0,0.0,2%,4.8,31.0,64.0,2.0,6.0,1.0,4.0,0.0,1.0,0.094,0.106,0.156,0.262,21.0,8.0,2.89,1.129,32.0,32.0,0.0,199.1,149.0,9.0,76.0,207.0
21,No,0,NL12,Pitcher,0,NL,2012,Kris Medlen,ATL,8.0,0.0,2%,4.5,46.0,33.0,3.0,4.0,0.0,2.0,0.0,4.0,0.121,0.216,0.152,0.368,10.0,1.0,1.57,0.913,50.0,12.0,1.0,138.0,103.0,6.0,23.0,120.0
22,No,0,NL12,Batter,1,NL,2012,Martín Prado,ATL,8.0,0.0,2%,5.4,156.0,617.0,81.0,186.0,10.0,70.0,17.0,58.0,0.301,0.359,0.438,0.796,,,,,,,,,,,,
23,No,0,NL12,Batter,1,NL,2012,Alfonso Soriano,CHC,8.0,0.0,2%,1.9,151.0,561.0,68.0,147.0,32.0,108.0,6.0,44.0,0.262,0.322,0.499,0.821,,,,,,,,,,,,
24,No,0,NL12,Batter,1,NL,2012,Giancarlo Stanton,MIA,7.0,0.0,2%,5.4,123.0,449.0,75.0,130.0,37.0,86.0,6.0,46.0,0.29,0.361,0.608,0.969,,,,,,,,,,,,
25,No,0,NL12,Batter,1,NL,2012,Ryan Zimmerman,WSN,7.0,0.0,2%,3.9,145.0,578.0,93.0,163.0,25.0,95.0,5.0,57.0,0.282,0.346,0.478,0.824,,,,,,,,,,,,
26,No,0,NL12,Batter,1,NL,2012,Carlos Beltrán,STL,6.0,0.0,1%,3.9,151.0,547.0,83.0,147.0,32.0,97.0,13.0,65.0,0.269,0.346,0.495,0.842,,,,,,,,,,,,
27,No,0,NL12,Batter,1,NL,2012,Aaron Hill,ARI,6.0,0.0,1%,5.1,156.0,609.0,93.0,184.0,26.0,85.0,14.0,52.0,0.302,0.36,0.522,0.882,,,,,,,,,,,,
28,No,0,NL12,Batter,1,NL,2012,Jason Heyward,ATL,4.0,0.0,1%,5.5,158.0,587.0,93.0,158.0,27.0,82.0,21.0,58.0,0.269,0.335,0.479,0.814,,,,,,,,,,,,
29,No,0,NL12,Batter,1,NL,2012,Carlos Ruiz,PHI,4.0,0.0,1%,4.6,114.0,372.0,56.0,121.0,16.0,68.0,4.0,29.0,0.325,0.394,0.54,0.935,,,,,,,,,,,,
30,No,0,NL12,Pitcher,0,NL,2012,Johnny Cueto,CIN,2.0,0.0,0%,4.8,32.0,67.0,3.0,6.0,0.0,2.0,0.0,0.0,0.09,0.09,0.104,0.194,19.0,9.0,2.78,1.171,33.0,33.0,0.0,217.0,205.0,15.0,49.0,170.0
31,No,0,NL12,Batter,1,NL,2012,Bryce Harper,WSN,2.0,0.0,0%,5.2,139.0,533.0,98.0,144.0,22.0,59.0,18.0,56.0,0.27,0.34,0.477,0.817,,,,,,,,,,,,
32,No,0,NL12,Batter,1,NL,2012,Chipper Jones,ATL,1.0,0.0,0%,2.8,112.0,387.0,58.0,111.0,14.0,62.0,1.0,57.0,0.287,0.377,0.455,0.832,,,,,,,,,,,,
33,No,0,NL12,Batter,1,NL,2012,Miguel Montero,ARI,1.0,0.0,0%,4.5,141.0,486.0,65.0,139.0,15.0,88.0,0.0,73.0,0.286,0.391,0.438,0.829,,,,,,,,,,,,
34,No,0,NL12,Batter,1,NL,2012,Ángel Pagán,SFG,1.0,0.0,0%,4.2,154.0,605.0,95.0,174.0,8.0,56.0,29.0,48.0,0.288,0.338,0.44,0.778,,,,,,,,,,,,
35,No,0,NL12,Batter,1,NL,2012,Hunter Pence,TOT,1.0,0.0,0%,1.3,160.0,617.0,87.0,156.0,24.0,104.0,5.0,56.0,0.253,0.319,0.425,0.743,,,,,,,,,,,,
1,Yes,1,AL13,Batter,1,AL,2013,Miguel Cabrera,DET,385.0,23.0,92%,7.5,148.0,555.0,103.0,193.0,44.0,137.0,3.0,90.0,0.348,0.442,0.636,1.078,,,,,,,,,,,,
2,No,0,AL13,Batter,1,AL,2013,Mike Trout,LAA,282.0,5.0,67%,8.9,157.0,589.0,109.0,190.0,27.0,97.0,33.0,110.0,0.323,0.432,0.557,0.988,,,,,,,,,,,,
3,No,0,AL13,Batter,1,AL,2013,Chris Davis,BAL,232.0,1.0,55%,7.1,160.0,584.0,103.0,167.0,53.0,138.0,4.0,72.0,0.286,0.37,0.634,1.004,,,,,,,,,,,,
4,No,0,AL13,Batter,1,AL,2013,Josh Donaldson,OAK,222.0,1.0,53%,7.2,158.0,579.0,89.0,174.0,24.0,93.0,5.0,76.0,0.301,0.384,0.499,0.883,,,,,,,,,,,,
5,No,0,AL13,Batter,1,AL,2013,Robinson Canó,NYY,150.0,0.0,36%,6.6,160.0,605.0,81.0,190.0,27.0,107.0,7.0,65.0,0.314,0.383,0.516,0.899,,,,,,,,,,,,
6,No,0,AL13,Batter,1,AL,2013,Evan Longoria,TBR,103.0,0.0,25%,5.8,160.0,614.0,91.0,165.0,32.0,88.0,1.0,70.0,0.269,0.343,0.498,0.842,,,,,,,,,,,,
7,No,0,AL13,Batter,1,AL,2013,Adrian Beltré,TEX,99.0,0.0,24%,5.7,161.0,631.0,88.0,199.0,30.0,92.0,1.0,50.0,0.315,0.371,0.509,0.88,,,,,,,,,,,,
8,No,0,AL13,Batter,1,AL,2013,Dustin Pedroia,BOS,99.0,0.0,24%,6.1,160.0,641.0,91.0,193.0,9.0,84.0,17.0,73.0,0.301,0.372,0.415,0.787,,,,,,,,,,,,
9,No,0,AL13,Batter,1,AL,2013,Manny Machado,BAL,57.0,0.0,14%,5.9,156.0,667.0,88.0,189.0,14.0,71.0,6.0,29.0,0.283,0.314,0.432,0.746,,,,,,,,,,,,
10,No,0,AL13,Batter,1,AL,2013,David Ortiz,BOS,47.0,0.0,11%,4.4,137.0,518.0,84.0,160.0,30.0,103.0,4.0,76.0,0.309,0.395,0.564,0.959,,,,,,,,,,,,
11,No,0,AL13,Batter,1,AL,2013,Jason Kipnis,CLE,31.0,0.0,7%,5.0,149.0,564.0,86.0,160.0,17.0,84.0,30.0,76.0,0.284,0.366,0.452,0.818,,,,,,,,,,,,
12,No,0,AL13,Pitcher,0,AL,2013,Max Scherzer,DET,25.0,0.0,6%,6.6,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.333,0.333,0.667,1.0,21.0,3.0,2.9,0.97,32.0,32.0,0.0,214.1,152.0,18.0,56.0,240.0
13,No,0,AL13,Batter,1,AL,2013,Adam Jones,BAL,9.0,0.0,2%,4.8,160.0,653.0,100.0,186.0,33.0,108.0,14.0,25.0,0.285,0.318,0.493,0.811,,,,,,,,,,,,
14,No,0,AL13,Batter,1,AL,2013,Edwin Encarnación,TOR,7.0,0.0,2%,4.1,142.0,530.0,90.0,144.0,36.0,104.0,7.0,82.0,0.272,0.37,0.534,0.904,,,,,,,,,,,,
15,No,0,AL13,Batter,1,AL,2013,Coco Crisp,OAK,3.0,0.0,1%,3.8,131.0,513.0,93.0,134.0,22.0,66.0,21.0,61.0,0.261,0.335,0.444,0.779,,,,,,,,,,,,
16,No,0,AL13,Batter,1,AL,2013,Jacoby Ellsbury,BOS,3.0,0.0,1%,5.8,134.0,577.0,92.0,172.0,9.0,53.0,52.0,47.0,0.298,0.355,0.426,0.781,,,,,,,,,,,,
17,No,0,AL13,Pitcher,0,AL,2013,Greg Holland,KCR,3.0,0.0,1%,3.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,1.21,0.866,68.0,0.0,47.0,67.0,40.0,3.0,18.0,103.0
18,No,0,AL13,Batter,1,AL,2013,Carlos Santana,CLE,3.0,0.0,1%,4.4,154.0,541.0,75.0,145.0,20.0,74.0,3.0,93.0,0.268,0.377,0.455,0.832,,,,,,,,,,,,
19,No,0,AL13,Batter,1,AL,2013,Torii Hunter,DET,2.0,0.0,0%,2.6,144.0,606.0,90.0,184.0,17.0,84.0,3.0,26.0,0.304,0.334,0.465,0.8,,,,,,,,,,,,
20,No,0,AL13,Pitcher,0,AL,2013,Hisashi Iwakuma,SEA,2.0,0.0,0%,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,2.66,1.006,33.0,33.0,0.0,219.2,179.0,25.0,42.0,185.0
21,No,0,AL13,Pitcher,0,AL,2013,Koji Uehara,BOS,2.0,0.0,0%,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,1.09,0.565,73.0,0.0,21.0,74.1,33.0,5.0,9.0,101.0
22,No,0,AL13,Pitcher,0,AL,2013,Yu Darvish,TEX,1.0,0.0,0%,5.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,2.83,1.073,32.0,32.0,0.0,209.2,145.0,26.0,80.0,277.0
23,No,0,AL13,Pitcher,0,AL,2013,Félix Hernández,SEA,1.0,0.0,0%,5.1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.167,0.0,0.167,12.0,10.0,3.04,1.131,31.0,31.0,0.0,204.1,185.0,15.0,46.0,216.0
24,No,0,AL13,Batter,1,AL,2013,Salvador Perez,KCR,1.0,0.0,0%,4.2,138.0,496.0,48.0,145.0,13.0,79.0,0.0,21.0,0.292,0.323,0.433,0.757,,,,,,,,,,,,
25,No,0,AL13,Batter,1,AL,2013,Shane Victorino,BOS,1.0,0.0,0%,6.0,122.0,477.0,82.0,140.0,15.0,61.0,21.0,25.0,0.294,0.351,0.451,0.801,,,,,,,,,,,,
1,Yes,1,NL13,Batter,1,NL,2013,Andrew McCutchen,PIT,409.0,28.0,97%,7.8,157.0,583.0,97.0,185.0,21.0,84.0,27.0,78.0,0.317,0.404,0.508,0.911,,,,,,,,,,,,
2,No,0,NL13,Batter,1,NL,2013,Paul Goldschmidt,ARI,242.0,0.0,58%,6.3,160.0,602.0,103.0,182.0,36.0,125.0,15.0,99.0,0.302,0.401,0.551,0.952,,,,,,,,,,,,
3,No,0,NL13,Batter,1,NL,2013,Yadier Molina,STL,219.0,2.0,52%,6.2,136.0,505.0,68.0,161.0,12.0,80.0,3.0,30.0,0.319,0.359,0.477,0.836,,,,,,,,,,,,
